,accuracy,recall,precision,sensitivity,specificity,f1_score,negative_predictive_value,positive_predictive_value,tn,tp,fn,fp
female,0.8961249277038751,0.2970401688191964,0.5466926059402868,0.2970401688191964,0.9697363292674716,0.3849305938753096,0.91821424167775,0.5466926059402868,7466.0,281.0,665.0,233.0
male,0.7479744871573867,0.2520661156551341,0.7686139743593275,0.2520661156551341,0.9665535225625835,0.37963150495227266,0.7456728619310421,0.7686139743593275,11675.0,1342.0,3982.0,404.0
